ORDEN,NOMBRE_BAREMO,DOMINIO,TABLA_OBJETIVO,CAMPO_OBJETIVO,REGLA,CAMPO_EVAL,VALOR_ORIGEN,VALOR_DESTINO,DESCRIPCION_VALOR,PROCESOS
1013,relev_consumo_txt_prim_apell,,tmp_upld.tmp_rep_relev_consumo_flags_cartera,txt_prim_apell,Calculado,,,"CASE WHEN txt_prim_apell IS NULL OR trim(UPPER(txt_prim_apell)) IN ('X','XX','XXX','.','') OR UPPER(txt_prim_apell) LIKE '%XXXX%' THEN 'XXXX' ELSE TRIM(txt_prim_apell) END",,RELEVC12
1014,relev_consumo_ txt_segun_apell,,tmp_upld.tmp_rep_relev_consumo_flags_cartera,txt_segun_apell,Calculado,,,"CASE WHEN txt_segun_apell IS NULL OR trim(UPPER(txt_segun_apell)) IN ('X','XX','XXX','.','') OR UPPER(txt_segun_apell) LIKE '%XXXX%' THEN 'XXXX' ELSE TRIM(txt_segun_apell) END",,RELEVC12
1015,relev_consumo_txt_nom_colonia,,tmp_upld.tmp_rep_relev_consumo_flags_cartera,txt_nom_colonia,Calculado,,,"CASE WHEN txt_nom_colonia IS NULL OR trim(UPPER(txt_nom_colonia)) IN ('X','XX','XXX','.','') OR UPPER(txt_nom_colonia) LIKE '%XXXX%' THEN 'XXXX' ELSE TRIM(txt_nom_colonia) END",,RELEVC12
1016,relev_consumo_localidad,,tmp_upld.tmp_rep_relev_consumo_flags_cartera,localidad,Calculado,,,CASE WHEN localidad IS NULL THEN '99999999' ELSE TRIM(localidad) END,,RELEVC12
1017,relev_consumo_cve_tipo_operacion,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,cve_tipo_operacion,Calculado,,,'01',,RELEVC13
1018,relev_consumo_desc_clave_concepto,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,desc_clave_concepto,Calculado,,,CASE WHEN cod_prod='12' THEN 'CREDITO AUTOMOTRIZ' WHEN cod_prod='13' THEN 'CREDITO PERSONAL' WHEN cod_prod='14' THEN 'CREDITO PERSONAL  BANCO' WHEN cod_prod='33' THEN 'REEST CARTERA CONSUMO' ELSE '' END,,RELEVC13
1019,relev_consumo_cuenta,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,cuenta,Calculado,,,num_contr,,RELEVC13
1020,relev_consumo_monto,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,monto,Calculado,,,"concat(imp_oper_mo_entero,'.',imp_oper_mo_decimal)",,RELEVC13
1021,relev_consumo_fch_deteccion_operacion,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,fch_deteccion_operacion,Calculado,,,'',,RELEVC13
1022,relev_consumo_tipo_persona,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,tipo_persona,Calculado,,,CASE WHEN cod_tipo_per = 'F' THEN 1 WHEN cod_tipo_per = 'J' THEN 2 ELSE '' END,,RELEVC13
1023,relev_consumo_razon_soc,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,razon_soc,Calculado,,,"CASE WHEN cod_tipo_per = 'J' THEN SUBSTR(CONCAT_WS(' ', txt_nomb_razon_soc, TRIM(txt_prim_apell), TRIM(txt_segun_apell)), 1, 60) ELSE '' END",,RELEVC13
1024,relev_consumo_nombre,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,nombre,Calculado,,,CASE WHEN cod_tipo_per = 'F' THEN txt_nomb_razon_soc ELSE '' END,,RELEVC13
1025,relev_consumo_ap_paterno,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,ap_paterno,Calculado,,,CASE WHEN cod_tipo_per = 'F' THEN txt_prim_apell ELSE '' END,,RELEVC13
1026,relev_consumo_ap_materno,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,ap_materno,Calculado,,,CASE WHEN cod_tipo_per = 'F' THEN txt_segun_apell ELSE '' END,,RELEVC13
1027,relev_consumo_CURP,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,CURP,Calculado,,,"CASE WHEN cod_tipo_per = 'F' THEN CASE WHEN fch_nacim IS NOT NULL THEN CASE WHEN curp IS NOT NULL AND rfc IS NOT NULL THEN IF(SUBSTR(fch_nacim, 3, 6) != SUBSTR(curp, 5, 6) AND SUBSTR(fch_nacim, 3, 6) = SUBSTR(rfc, 5, 6), '', curp) ELSE curp END ELSE curp END ELSE '' END",,RELEVC13
1028,relev_consumo_RFC,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,RFC,Calculado,,,"CASE WHEN cod_tipo_per = 'F' THEN CASE WHEN fch_nacim IS NOT NULL THEN CASE WHEN rfc IS NOT NULL AND curp IS NOT NULL THEN IF(SUBSTR(fch_nacim, 3, 6) != SUBSTR(rfc, 5, 6) AND SUBSTR(fch_nacim, 3, 6) = SUBSTR(curp, 5, 6), '', rfc) ELSE rfc END ELSE rfc END ELSE rfc END",,RELEVC13
1029,relev_consumo_fch_nac_const,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,fch_nac_const,Calculado,,,"CASE WHEN cod_tipo_per = 'F' THEN IF(fch_nacim IS NULL OR SUBSTRING(fch_nacim,1,4) > SUBSTRING(fch_operacion,1,4),'19100101',fch_nacim) WHEN cod_tipo_per = 'J' THEN IF(fch_const IS NULL OR SUBSTRING(fch_const,1,4) > SUBSTRING(fch_operacion,1,4),'19100101',fch_const) ELSE '' END",,RELEVC13
1030,relev_consumo_domicilio_unificado,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,domicilio_unificado,Calculado,,,"concat_ws(' ',cast(txt_domicilio_concatenado as varchar(54)), cast(cod_postal as varchar(5)))",,RELEVC13
1031,relev_consumo_telefono,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,telefono,Calculado,,,"CASE WHEN LENGTH(concat_ws('',TRIM(num_tlf_prefijo),TRIM(num_telefono))) != 10 THEN '' ELSE concat_ws('',TRIM(num_tlf_prefijo),TRIM(num_telefono)) END",,RELEVC13
1032,relev_consumo_op_inu_agente,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,op_inu_agente,Calculado,,,'',,RELEVC13
1033,relev_consumo_op_inu_ag_ap_paterno,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,op_inu_ag_ap_paterno,Calculado,,,'',,RELEVC13
1034,relev_consumo_op_inu_ag_ap_materno,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,op_inu_ag_ap_materno,Calculado,,,'',,RELEVC13
1035,relev_consumo_op_inu_rfc,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,op_inu_rfc,Calculado,,,'',,RELEVC13
1036,relev_consumo_op_inu_curp,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,op_inu_curp,Calculado,,,'',,RELEVC13
1037,relev_consumo_op_inu_consec_cuenta,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,op_inu_consec_cuenta,Calculado,,,'',,RELEVC13
1038,relev_consumo_op_inu_cuenta,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,op_inu_cuenta,Calculado,,,'',,RELEVC13
1039,relev_consumo_op_inu_cve_sujeto,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,op_inu_cve_sujeto,Calculado,,,'',,RELEVC13
1040,relev_consumo_op_inu_nombre,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,op_inu_nombre,Calculado,,,'',,RELEVC13
1041,relev_consumo_op_inu_ap_paterno,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,op_inu_ap_paterno,Calculado,,,'',,RELEVC13
1042,relev_consumo_op_inu_ap_materno,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,op_inu_ap_materno,Calculado,,,'',,RELEVC13
1043,relev_consumo_op_inu_desc_oper,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,op_inu_desc_oper,Calculado,,,'',,RELEVC13
1044,relev_consumo_op_inu_razon,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,op_inu_razon,Calculado,,,'',,RELEVC13
1045,relev_consumo_op_inu_extra,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,op_inu_extra,Calculado,,,'',,RELEVC13
1046,relev_consumo_num_extracto_cta,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,num_extracto_cta,Calculado,,,'',,RELEVC13
1047,relev_consumo_fch_cont_operacion,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,fch_cont_operacion,Calculado,,,'',,RELEVC13
1048,relev_consumo_flg_correctora,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flg_correctora,Calculado,,,'',,RELEVC13
1049,relev_consumo_flg_mov_extractado,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flg_mov_extractado,Calculado,,,'',,RELEVC13
1050,relev_consumo_flg_mov_anulado,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flg_mov_anulado,Calculado,,,'',,RELEVC13
1051,relev_consumo_flg_mov_retenido,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flg_mov_retenido,Calculado,,,'',,RELEVC13
1052,relev_consumo_flg_inc_estudio,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flg_inc_estudio,Calculado,,,'',,RELEVC13
1053,relev_consumo_tc_mxn_tc81,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,tc_mxn_tc81,Calculado,,,'',,RELEVC13
1054,relev_consumo_imp_mov_ml,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,imp_mov_ml,Calculado,,,'',,RELEVC13
1055,relev_consumo_imp_mov_usd,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,imp_mov_usd,Calculado,,,'',,RELEVC13
1056,relev_consumo_tc_mxn_tc81_t2,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,tc_mxn_tc81_t2,Calculado,,,'',,RELEVC13
1057,relev_consumo_imp_mov_ml_t2,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,imp_mov_ml_t2,Calculado,,,'',,RELEVC13
1058,relev_consumo_imp_mov_usd_t2,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,imp_mov_usd_t2,Calculado,,,'',,RELEVC13
1059,relev_consumo_flag_tipo_reporte_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_tipo_reporte_nulo,Calculado,,,CASE WHEN cve_tipo_reporte IS NULL THEN 1 ELSE 0 END,,RELEVC13
1060,relev_consumo_flag_trimestre_reportado_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_trimestre_reportado_nulo,Calculado,,,CASE WHEN trimestre_reportado IS NULL THEN 1 ELSE 0 END,,RELEVC13
1061,relev_consumo_flag_organo_supervisor_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_organo_supervisor_nulo,Calculado,,,CASE WHEN cve_organo_supervisor IS NULL THEN 1 ELSE 0 END,,RELEVC13
1062,relev_consumo_flag_sujeto_obligado_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_sujeto_obligado_nulo,Calculado,,,CASE WHEN cve_sujeto IS NULL THEN 1 ELSE 0 END,,RELEVC13
1063,relev_consumo_flag_localidad_suc_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_localidad_suc_nulo,Calculado,,,CASE WHEN cve_localidad_suc IS NULL THEN 1 ELSE 0 END,,RELEVC13
1064,relev_consumo_flag_sucursal_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_sucursal_nulo,Calculado,,,CASE WHEN cod_centro_oper IS NULL THEN 1 ELSE 0 END,,RELEVC13
1065,relev_consumo_flag_tipo_operacion_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_tipo_operacion_nulo,Calculado,,,CASE WHEN cod_prod IS NULL THEN 1 ELSE 0 END,,RELEVC13
1066,relev_consumo_flag_instrumento_monetario_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_instrumento_monetario_nulo,Calculado,,,CASE WHEN instrumento_monetario IS NULL THEN 1 ELSE 0 END,,RELEVC13
1067,relev_consumo_flag_cuenta_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_cuenta_nulo,Calculado,,,CASE WHEN num_contr IS NULL THEN 1 ELSE 0 END,,RELEVC13
1068,relev_consumo_flag_monto_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_monto_nulo,Calculado,,,CASE WHEN imp_oper_mo IS NULL THEN 1 ELSE 0 END,,RELEVC13
1069,relev_consumo_flag_divisa_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_divisa_nulo,Calculado,,,CASE WHEN cve_divisa IS NULL THEN 1 ELSE 0 END,,RELEVC13
1070,relev_consumo_flag_fch_operacion_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_fch_operacion_nulo,Calculado,,,CASE WHEN fch_operacion IS NULL THEN 1 ELSE 0 END,,RELEVC13
1071,relev_consumo_flag_nacionalidad_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_nacionalidad_nulo,Calculado,,,CASE WHEN cod_pais_nac_h IS NULL THEN 1 ELSE 0 END,,RELEVC13
1072,relev_consumo_flag_tipo_persona_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_tipo_persona_nulo,Calculado,,,CASE WHEN cod_tipo_per IS NULL THEN 1 ELSE 0 END,,RELEVC13
1073,relev_consumo_flag_razon_soc_nombre_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_razon_soc_nombre_nulo,Calculado,,,CASE WHEN txt_nomb_razon_soc='XXXX' THEN 1 ELSE 0 END,,RELEVC13
1074,relev_consumo_flag_apellidos_invalidos,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_apellidos_invalidos,Calculado,,,CASE WHEN cod_tipo_per = 'F' and (txt_prim_apell ='XXXX' and txt_segun_apell='XXXX') THEN 1 ELSE 0 END,,RELEVC13
1075,relev_consumo_flag_prim_apellido_invalido,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_prim_apellido_invalido,Calculado,,,CASE WHEN cod_tipo_per = 'F' and (LENGTH(txt_prim_apell)<2 or txt_prim_apell='XXXX') THEN 1 ELSE 0 END,,RELEVC13
1076,relev_consumo_flag_segun_apellido_invalido,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_segun_apellido_invalido,Calculado,,,CASE WHEN cod_tipo_per = 'F' and (LENGTH(txt_segun_apell)<2 or txt_segun_apell='XXXX') THEN 1 ELSE 0 END,,RELEVC13
1077,relev_consumo_flag_fch_nacim_const_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_fch_nacim_const_nulo,Calculado,,,"CASE WHEN cod_tipo_per = 'F' and ((DATEDIFF($FECHA_DATOS, fech_nacim) / 365.25) > 100 OR translate(fch_nacim,'-','') >= fch_operacion OR fch_nacim IS NULL) THEN 1 WHEN cod_tipo_per = 'J' and ((DATEDIFF($FECHA_DATOS, fech_const) / 365.25) > 100 OR translate(fech_const,'-','') >= fch_operacion OR fech_const IS NULL) THEN 1 ELSE 0 END",,RELEVC13
1078,relev_consumo_flag_domicilio_unificado_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_domicilio_unificado_nulo,Calculado,,,CASE WHEN txt_nom_calle IS NULL or txt_num_exterior IS NULL or cod_postal IS NULL THEN 1 ELSE 0 END,,RELEVC13
1079,relev_consumo_flag_cod_postal_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_cod_postal_nulo,Calculado,,,CASE WHEN LENGTH(cod_postal)<5 OR cod_postal='00000' IS NULL THEN 1 ELSE 0 END,,RELEVC13
1080,relev_consumo_flag_colonia_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_colonia_nulo,Calculado,,,CASE WHEN txt_nom_colonia='XXXX' or LENGTH(txt_nom_colonia)<2 THEN 1 ELSE 0 END,,RELEVC13
1081,relev_consumo_flag_ciudad_poblacion_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_ciudad_poblacion_nulo,Calculado,,,CASE WHEN localidad='99999999' THEN 1 ELSE 0 END,,RELEVC13
1082,relev_consumo_flag_actividad_economica_nulo,,tmp_upld.tmp_rep_relev_consumo_preparacion_datos_cartera,flag_actividad_economica_nulo,Calculado,,,CASE WHEN cod_act_esp_h IS NULL or cod_act_esp_h='9999999' THEN 1 ELSE 0 END,,RELEVC13
1083,relev_consumo_trimestre,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,trimestre,Calculado,,,"concat(YEAR(fch_operacion),LPAD(QUARTER(fch_operacion),2,'0'))",,RELEVC15
1084,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,7,,RELEVC15
1085,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,67,,RELEVC15
1086,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,267,,RELEVC15
1087,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,467,,RELEVC15
1088,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,567,,RELEVC15
1089,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,667,,RELEVC15
1090,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,1200,,RELEVC15
1091,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2001,,RELEVC15
1092,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2002,,RELEVC15
1093,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2003,,RELEVC15
1094,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2004,,RELEVC15
1095,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2009,,RELEVC15
1096,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2010,,RELEVC15
1097,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2013,,RELEVC15
1098,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2014,,RELEVC15
1099,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2018,,RELEVC15
1100,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2021,,RELEVC15
1101,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2023,,RELEVC15
1102,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2024,,RELEVC15
1103,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2025,,RELEVC15
1104,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2031,,RELEVC15
1105,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2032,,RELEVC15
1106,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2033,,RELEVC15
1107,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2034,,RELEVC15
1108,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2036,,RELEVC15
1109,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2038,,RELEVC15
1110,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2041,,RELEVC15
1111,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2042,,RELEVC15
1112,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2043,,RELEVC15
1113,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2044,,RELEVC15
1114,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2050,,RELEVC15
1115,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,2067,,RELEVC15
1116,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,4000,,RELEVC15
1117,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,4001,,RELEVC15
1118,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,4031,,RELEVC15
1119,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,4032,,RELEVC15
1120,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,4046,,RELEVC15
1121,relev_consumo_cod_clave_oper_clacones,,tmp_upld.tmp_rep_relev_consumo_mae_pampa,TRIM(cod_clave_oper),Clacon,Cadena,IN,4832,,RELEVC15
1123,relev_consumo_trimestre_reportado,,tmp_upld.tmp_rep_relev_consumo_flags_pampa,trimestre_reportado,Calculado,,,"translate(trimestre,'-','')",,RELEVC24
1124,relev_consumo_imp_mov_mo_entero,,tmp_upld.tmp_rep_relev_consumo_flags_pampa,imp_mov_mo_entero,Calculado,,,cast(floor(abs(imp_mov_mo)) as STRING),,RELEVC24
1125,relev_consumo_imp_mov_mo_decimal,,tmp_upld.tmp_rep_relev_consumo_flags_pampa,imp_mov_mo_decimal,Calculado,,,"RPAD(REGEXP_REPLACE(cast(CAST(abs(imp_mov_mo) AS DECIMAL(14,3)) as string), '^[0-9]+\.', ''),2,'0')",,RELEVC24
1126,relev_consumo_fch_operacion,,tmp_upld.tmp_rep_relev_consumo_flags_pampa,fch_operacion,Calculado,,,"translate(fch_operacion,'-','')",,RELEVC24
1127,relev_consumo_COD_CLAVE_OPER,,tmp_upld.tmp_rep_relev_consumo_flags_pampa,COD_CLAVE_OPER,Calculado,,,TRIM(COD_CLAVE_OPER),,RELEVC24
1128,relev_consumo_fch_nacim,,tmp_upld.tmp_rep_relev_consumo_flags_pampa,fch_nacim,Calculado,,,"translate(TRIM(fch_nacim),'-','')",,RELEVC24
1129,relev_consumo_fch_const,,tmp_upld.tmp_rep_relev_consumo_flags_pampa,fch_const,Calculado,,,"translate(TRIM(fch_const),'-','')",,RELEVC24
1130,relev_consumo_txt_domicilio_concatenado,,tmp_upld.tmp_rep_relev_consumo_flags_pampa,txt_domicilio_concatenado,Calculado,,,"concat_ws('',TRIM(txt_nom_calle),TRIM(txt_num_exterior),TRIM(txt_num_interior))",,RELEVC24
1131,relev_consumo_num_tlf_prefijo,,tmp_upld.tmp_rep_relev_consumo_flags_pampa,num_tlf_prefijo,Calculado,,,"coalesce(TRIM(num_tlf_prefijo),'')",,RELEVC24
1132,relev_consumo_num_telefono,,tmp_upld.tmp_rep_relev_consumo_flags_pampa,num_telefono,Calculado,,,"CASE WHEN num_telefono IS NULL OR TRIM(num_telefono) = '' THEN '' ELSE coalesce(TRIM(num_telefono),'') END",,RELEVC24
1133,relev_consumo_cod_act_esp_h,,tmp_upld.tmp_rep_relev_consumo_flags_pampa,cod_act_esp_h,Calculado,,,"coalesce(cod_act_esp_h,'9999999')",,RELEVC24
1134,relev_consumo_txt_nomb_razon_soc,,tmp_upld.tmp_rep_relev_consumo_flags_pampa,txt_nomb_razon_soc,Calculado,,,"CASE WHEN txt_nomb_razon_soc IS NULL OR trim(UPPER(txt_nomb_razon_soc)) IN ('X','XX','XXX','.','') OR UPPER(txt_nomb_razon_soc) LIKE '%XXXX%' THEN 'XXXX' ELSE TRIM(txt_nomb_razon_soc) END ",,RELEVC24
1135,relev_consumo_txt_prim_apell,,tmp_upld.tmp_rep_relev_consumo_flags_pampa,txt_prim_apell,Calculado,,,"CASE WHEN txt_prim_apell IS NULL OR trim(UPPER(txt_prim_apell)) IN ('X','XX','XXX','.','') OR UPPER(txt_prim_apell) LIKE '%XXXX%' THEN 'XXXX' ELSE TRIM(txt_prim_apell) END",,RELEVC24
1136,relev_consumo_txt_segun_apell,,tmp_upld.tmp_rep_relev_consumo_flags_pampa,txt_segun_apell,Calculado,,,"CASE WHEN txt_segun_apell IS NULL OR trim(UPPER(txt_segun_apell)) IN ('X','XX','XXX','.','') OR UPPER(txt_segun_apell) LIKE '%XXXX%' THEN 'XXXX' ELSE TRIM(txt_segun_apell) END",,RELEVC24
1137,relev_consumo_txt_nom_colonia,,tmp_upld.tmp_rep_relev_consumo_flags_pampa,txt_nom_colonia,Calculado,,,"CASE WHEN txt_nom_colonia IS NULL OR trim(UPPER(txt_nom_colonia)) IN ('X','XX','XXX','.','') OR UPPER(txt_nom_colonia) LIKE '%XXXX%' THEN 'XXXX' ELSE TRIM(txt_nom_colonia) END",,RELEVC24
